prompt,answer
A mixture of ___________ + ___________ gasses should be used for ENT procedures to minimize risk of ___________ .,Air; Oxygen; Airway Fire
"When compared to oxygen, helium has a ________ thermal conductivity and __________ density, minimizing risk of airway fire.",Higher; Lower
Jet ventilation uses pulse of small jet of fresh gas from a high pressure source at about ______psi.,50
Disadvantages of jet ventilation,"Pneumothorax
Barotrauma
Crepitus
Must use IV anesthesia - recall!
Gastric distension"
Manipulation of the __________ during neck dissection can result in cardiac dysrhythmias and fluctuations in blood pressure.,carotid sinus
What EKG change is known to happen in radical neck procedures and what arrhythmias can it lead to?,"Prolonged QT
Torsades, VFib"
Contraindications for hypotensive technique (8),"Cardiovascular instability
Severe cerebral peripheral vascular disease
Uncontrolled Hypertension
Severe renal or hepatic disease
Gross Anemia
Gross Hypovolemia
Narrow Angle Glaucoma
Inexperienced provider"
Noisy inspiration from turbulent upper airway gas flow is known as ____________. This is often heard with ________ airway obstruction.,Stridor; Upper
Indications for Tracheostomy,"Upper airway obstruction
Loss of protective airway reflexes
Chronic aspiration caused by vocal cord paralysis
Cannot intubate
Stridor at rest
Patency of the airway is lost
Unstable foreign body present in the airway"
"In pickwickian syndrome, __________ muscles relax and cause airway obstruction.",Pharyngeal
"Classify this Burn: painful and red, blanches with pressure, blisters 24 hours after event",Second Degree (superficial)
"Classify this Burn: waxy white, no pain or blisters, no blanching",Third Degree
"Classify this Burn: waxy white, painful, does not blanch",Second Degree (Deep)
Classify this Burn: necrosis is present,Fourth Degree
Classify this Burn: heals within 1-3 weeks,Second Degree (superficial)
Classify this Burn: complete destruction of dermis,Third Degree
"Classify this Burn: blisters, weeping, and blanching",Second Degree (Superficial)
Which class of burn involves damage to hair follicles and glands?,Second Degree (Deep)
"Superficial second degree burns cause damage to the ____________, whereas deep second degree burns destroy the _________ dermis.",Upper dermis; Entire
"If skin is not replaced in thickness burns, __________ will occur and cause ___________ .",Epithelializtion; Contractures
Any burn deeper than ____________ will not be painful due to the destruction of the _________ .,Partial-Thickness; Nerve Fibers
"The Rule of 9's is the ________ way to classify burn TBSA, whereas the _________ is the most accurate. In either method, TBSA is only characterized by non-_____________ burns.",Quickest; Lund-Brower; NON-Superficial
"In an adult, per the rule of 9's, what TBSA (%) makes up the following anatomical locations: Arms, Legs, Torso, Head","Arms: 9 each
Legs: 18 each
Torso: 36
Head: 10"
"In a patient ages 10-14, per the rule of 9's, what TBSA (%) makes up the following anatomical locations: Arms, Legs, Torso, Head","Arms: 9.5 each
Legs: 18 each
Torso: 32
Head: 13"
"In a patient ages 5-9, per the rule of 9's, what TBSA (%) makes up the following anatomical locations: Arms, Legs, Torso, Head","Arms: 9.5 each
Legs: 17 each
Torso: 32
Head: 15"
"In a patient ages 1-4, per the rule of 9's, what TBSA (%) makes up the following anatomical locations: Arms, Legs, Torso, Head","Arms: 9.5 each
Legs: 15 each
Torso: 32
Head: 19"
Mortality is doubled in a burn patient when the thermal burn is paired with _____________ injury.,Inhalation
Which type of burn is most common in children?,Thermal Burn
_____________ should be assumed until ruled out in the case of a thermal burn or burn in confined space.,Inhalation Injury
What lab should be drawn upon admission of a patient with suspected inhalation injury?,Carboxyhemoglobin
"Exfoliation and necrosis of the epithelium of the trachea, causing fibrin clots, occurs within ___________ of an inhalation burn injury. This phenomenon should be treated with inhaled _________.","15 minutes; Heparin (5,000-10,000u q4hr x 7 days)"
Most airway injuries occur in the _________ airway and are often caused by ____________ .,Upper; Direct Heat
Upper airway injury present with massive airway __________ within the first 12-48 hours and should NOT be treated with immediate __________ .,Edema; Fluid
Upper airway burn injury has an increased risk of _________ __________ due to ciliary dysfunction and increased sputum production.,Bacterial Infection
"Injury to the tracheobronchial tree, also known as lower airway burns, are __________ common and often caused by ____________ or ___________.",Less; Particulate Matter; Steam
Coughing and wheezing is more indicative of a ___________ airway burn.,Lower
"Smoke inhalation stimulates ____________ which release neuropeptides and cause an inflammatory response including: Bronchoconstriction, _____________ , and increased cap permeability",Nerve Endings; Vasodilation
"A ___________ inhalation burn may present ____________ days after insult, and manifests similarity to __________ . The speed of ___________ progression correlates with the degree of injury.",Parenchymal; 1-5; ARDS; Hypoxia
_____________ poisoning is one of the most frequent causes of death following an inhalation burn injury.,Carbon Monoxide
"In carbon monoxide poisoning, the OHDC shifts __________ , whereas the PaO2 ____________ .",Left; Remains Normal
A normal CO level is defined as < ________ % . You should consider ___________ _________ treatment when CO > 25-35%.,<5%; Hyperbaric Oxygen
"In treating carbon monoxide poisoning, 100% FiO2 should be maintained for a minimum of _________ hours. The high concentration of oxygen competes with the CO at the receptor, ultimately _________ the half-life of CO from 360 minutes to __________ minutes.",6; Shortening; 60
Progression of CO symptoms by level,"20-30%: HA, throbbing temples
30-40%: N/V, dimness of vision, weakness
40-60%: Increased HR and RR
60-70%: Depressed HR and RR, Coma
70-80%: Death within Hours
80-90%: Death within 1 Hour
>90%: Death within Minutes"
"Cyanide causes toxicity by blocking the intracellular utilization of _________ . For this reason, you will have hypoxia with ________ PaO2 levels.",Oxygen; Normal
"A patient post-burn presenting with headache, confusion and anxiety, abdominal pain, cherry-red skin and LOC should be assessed for ___________ .",Cyanide Poisoning
What is the symptom progression will you see with cyanide poisoning?,"First hypertension and tachycardia, followed by respiratory and CV collapse, LOC, dilated pupils, and seizures"
B12 Hydroxycobalamine is often used to treat ___________ . Stabilization of cardiopulmonary function improves _____________ and may also promote recovery.,Cyanide Poisoning; Hepatic Clearance
"It is important to check carboxyhemoglobin levels if suspect of __________ poisoning, and __________ levels if suspect of cyanide poisoning.",Carbon Monoxide; Lactate
The greatest fluid loss after burn occurs within _______ hour(s) and stabilizes within ___________ hour(s).,1; 24
"Whether or not a burn patient is intubated right away, they should receive _________ no matter what.",100% humidified O2
"Increased capillary permeability begins to __________ after a burn injury, with localized edema peaking after __________ hours.",Seconds; 24
Myocardial depression and increased capillary permeability after burn injury is termed ____________ . This often lasts ________ hours.,Burn Shock; 0-48
____________ and _____________ are the most dangerous and frequently reported adverse events of fluid creep after massive burn resuscitation.,Intra-abdominal Hypertension; Abdominal Compartment Syndrome
"Oliguria, High PIP and Metabolic Acidosis post burn-injury is indicative of _____________ .",New Organ Dysfunction
Any patient with > ____% TBSA burn should receive formal fluid resuscitation.,15
"Colloids should be avoided for _________ post-burn. If administered therefore after, the dose should be ___________.",24 Hours; 0.5mL/kg x TBSA %
ABA consensus on fluid resuscitation reports that ___________ ml/kg x TBSA should be replaced in adults and ___________ in children?,2-4 ml/kg; 3-4 ml/kg
DO2I Formula and Normal Value,DO2I = CO x CaO2 x 10 = 600
"In general, most body systems post-burn present with a depressed state that lasts about__________ hours, followed by a ____________ state. The exceptions to this rule are the ___________ and ___________ systems.",48; Hypermetabolic; Immunologic; CNS
"Intravascular fluid loss after a burn from __________ capillary permeability and _________ of plasma proteins occurs for ________ hours in burned tissue, and 24 hours in non-burned tissue.",Increased; Loss; 36-72
"Burn shock lasts _________ hours, whereas the hypermetabolic state lasts up to __________ years post burn insult.",0-48; 2 years
"Post-burn, the lungs undergo major inflammatory processes, ultimately ________ the P:F ratio to __________ . This ratio assess the amount of oxygen in the body compared to ___________ .",Decreasing; <300; Oxygen Delivery
"If a burn patient presents with an acute kidney injury early in the disease process, it is often due to ___________ sustained from __________ burn. If later, the AKI is most commonly caused by __________ .",Myoglobinuria; Electrical; Late
"In order to provide compensatory shunting, the GI system often undergoes ___________ post-burn, contributing to development of ________ .",Mesenteric Vasoconstriction; Ileus
Should tube feeding be continued prior to surgery in burn patients?,"Intubated: Yes
Non-intubated: hold for 4 hours
Suction prior to induction and RSI"
____% TBSA correlates with high incidence of ulcer or ileus.,20; Treat with H2 or PPI
________ is the leading cause of death in many kids and 75% of adults after a burn due to impaired ___________ .,Infection; Skin Integrity
What happens to the immune system after MAJOR burns? (3),"1. Immune suppression
2. Hypermetabolism 
3. Protein catabolism"
The initial stress response after burn injury lasts about________ days. This is followed by a state of ____________ that often lasts for 1-2 years.,2-3 days; Catabolism
A surge of catecholamines and corticosteroids post burn causes _________ BMR and __________ myocardial oxygen consumption in the hypermetabolic state. This can last up to ___________ months.,Increased; Increased; 9
"Impaired muscle uptake, production of glucose, and presence of glucagon contributes to _____________ after burn. This often lasts __________ months.",Insulin Resistance; 12 months
What are 4 indicators that prompt the end of debridement surgery in burn patients?,"1. 20% excision of body surface
2. 2-3 hours
3. 35 degrees C
4. EBL>10units"
"In excising burns, partial thickness burns are excised down to the _______, whereas full-thickness burns are excised down to _______.",Dermal Layer; Subcutaneous Layer
4 labs Pre-procedure for Burns,"CBC/ T&S
Renal Function: protein catabolism
BG: insulin resistance
ABG: lactate and P:F ratio"
_________ monitoring is vital during burn surgery. The maximum temperature to which the OR should be warmed is ________ degrees.,Temperature; 95
"In ventilating burn patients, one should utilize ________ FGF with humidification to prevent further insult.",Low
Patients with >_______% TBSA should have arterial line.,50
"Succinylcholine may be used within __________ hours from the time of injury, but should then be avoided for at least __________. This is due to ________ of receptors with stress.",24; 24; Upregulation
"In anticipating estimated blood loss with burn surgery, you can deduce ________ EBL per 1% TBSA of area being worked on. This can also be thought of as _______ % of patients blood volume per 1% TBSA.",200-400ml; 4-15%
_________ is one method for preventing blood loss in debridement procedures post-burn.,Tumescent Epinephrine
How should propofol be dosed in the initial vs. late stages of a burn?,"Initial: Decrease dose due to hypotension
later: Increase dose due to increased clearance"
Etomidate should be avoided during ________ stages of burn care due to __________ .,Later; Adrenal Suppression
Ketamine should be used cautiously during _________ stages of burn care due to ___________ .,Early; SNS activation in limited reserve
Resistance to NMBD's occurs in TBSA>____% after a week and peaks _____ weeks after surgery,30%; 5-6 weeks
What opioid is most often used in burn patients?,Morphine
"Once a patient develops _________, their morbidity and mortality increases exponentially.",coagulopathy
Elevated _________ on admission post-trauma indicates rapid hemorrhage and massive injury.,PT
Always assume what two things with a trauma admission?,"1. Full stomach
2. unstable c spine"
_________ law correlates the speed of fluid administration with catheter diameter. This states you should use a __________ and _________ catheter to administer fluid quickly in trauma patients.,Pouiselle's; Short and Fat
Utilization of SBP of 85-90 as a guide for fluid resuscitation in efforts to prevent additional hemorrhage post-trauma is known as _________ .,Hypotensive Resuscitation
"Injury to alveoli without disruption to architecture, causing hemorrhage, edema, ecchymosis is known as a pulmonary ________ . This causes protein-rich fluid to shift from the _________ to the __________ causing issues in diffusion.",Contusion; Capillaries; Interstitum
"Post MVC, patient presents with cough, crackles and blood-tinged sputum. You suspect the patient has suffered a ______________ .",Pulmonary Contusion
"When ventilating a patient with pulmonary contusion, parameters should include the following: PIP < ___________ with __________ tidal volumes and ___________ frequency oscillation.",32mmHg; Low; High
"In order to ensure adequate resuscitation in abdominal or pelvic injuries, large-bore catheters should be placed above the ___________ . _________ lines are contraindicated.",Diaphragm; Femoral
ABCDEF of unstable cervical spine situation,"Airway
Breathing
Circulation
Disability/Drugs
Exposure
Foley Catheter"
NEXUS criteria for C-spine imaging,"Midline cervical tenderness, focal neuro deficits, altered LOC, evidence of intoxication, painful distracting injury"
Cascade of secondary injury after SCI symptoms includes:,"Hypotension
Hypoxemia
Loss of autoregulation
Release of amino acids and inflammation"
"In order to maintain spinal cord perfusion after injury, aggressively treat _________ and maintain a MAP of __________ for ____________ days.",Hypoxia; 85-90; 7
Penetration of chest wall creating a one-way valve which traps air in pleural space is known as a _____________ .,Tension Pneumothorax
Tension Pneumothorax leads to __________ intrapleural pressure causing eventual __________ of the lung.,Increase; Collapse
"A patient post-trauma presents with tracheal deviation, subcutaneous emphysema, unilateral breath sounds and increased CVP and JVD. You suspect _____________ , and immediately place a __________ g needle between the _________ _________ space.",Tension Pneumothorax; 14; 2-3 ribs on the Mid-clavicular line (Between 4-5 Lateral as alternative)
3 vital signs changes with tension pneumothorax include,"Hypotension, Hypoxemia, Tachycardia"
"Pericardial __________ consists of blood filling in the pericardial sac. This impairs cardiac filling during _________ , resulting in _________ CO.",Tamponade; Diastole; Decreased
What is the differentiating symptom between tamponade and tension pneumothorax?,The presence of muffled heart sounds (Tamponade)
"Your patient post MVC presents with tachycardia, muffled heart sounds, narrow pulse pressure, pulsus paradoxus and equalization of pressures. You suspect _____________ , and prepare for emergent _________.",Cardiac Tamponade; Pericardiocentesis
Pulsus Paradoxus can be defined as an increase in SBP by ________ mmHg during __________ .,10; Inspiration
Which induction agent should be avoided in cardiac tamponade? What are two less harmful alternatives?,Propofol Avoided; Consider Ketamine or Etomidate
"In treating cardiac tamponade, one would aim to _________ preload, while maintaining afterload, heart rate and ___________ .",Augment; Contractility
What makes up the Lethal triad of trauma?,"1. Acidosis
2. Hypothermia
3. Coagulopathy"
"In normal clot cascade, __________ is released from the endothelium after tissue injury. This triggers _________ aggregation which begins the process of __________ clot formation and eventual _________ breakdown.",Tissue factor; Platelet; Fibrin; Thrombin
4 mechanisms by which massive injury disrupts clotting,"1. Dilution of factors
2. Hypothermia/acidosis
3. Severe TBI
4. Hemorrhagic shock"
"In a trauma with neurological involvement, one should administer procoagulant factors until INR < _________ and platelet count is > ________ .","INR<1.5; PLT>50,000"
"In massive hemorrhage, stage ___________ is defined as a blood loss of _________ % or __________ mL. It is at this point where you see a __________ in blood pressure and begin treating with ___________ instead of IVF.",III; 30-40%; 1500-2000; Blood
The major cause of heat loss during trauma is caused by ____________ .,Radiation
Acidosis becomes clinically significant at a pH of _________ .,<7.1
"Mild hypothermia in a trauma patient is defined as ___________, whereas moderate is ___________ .",34-36; 32-34
"Both __________ and ____________ cause a decrease in cardiovascular response to epinephrine, causing _________ CO.",Hypothermia; Acidosis; Decreased
Both hypothermia and acidosis cause bleeding by decreasing the function of ________ and __________ .,Coagulation Factors; Platelets
"TBI causes a local release of ______ from injured neurons, activating the _______ pathway, which triggers anticoagulant mediators to cause secondary injury.",Tissue Factor; Protein C
Early management of TBI includes administration of ________ until PT and INR are normalized.,FFP
Swelling and release of chemicals that promote inflammation and cell injury following TBI is known as ___________ . This can be prevented by maintaining __________ and minimizing ________ in the brain.,Secondary Injury; Blood Flow; Swelling
GCS less than ______ = Intubate!,8
Secondary Survey Acronym for Trauma (AMPLE),"Allergies
Meds
Past illness
Last meal
Events preceding injury"
Why are CCBs beneficial in trauma?,Opening of VG-Ca Channels increases ICF Ca which can lead to free radical formation and cell death
"GCS Score for minor, moderate, and severe injuries","Mild: 13-15
Moderate: 9-12
Severe: 3-8"
Eye Opening Scores on GCS,"4: Normal
3: To verbal
2: To pain (not face)
1: None"
Verbal Scores on GCS,"5: Normal
4: Answers but confused
3: Inappropriate answers
2: Incomprehensible sounds or speech
1: None"
Motor Response Scores on GCS,"6: Normal
5: Purposeful to pain
4: Withdraws from pain
3: Abnormal spastic flexion, decorticate
2: Abnormal rigid extension, decerebrate
1: No motor response"
"To promote cranial perfusion, keep CPP > __________ mmHg and ICP < __________ mmHg.",50; 20-25
True or False: Hyperventilate TBI patient to CO2 <30 to minimize cerebral vasodilation and ICP,"False; CO2 should be kept between 30-35, but hyperventilation may lead to ischemia"
What do hypercarbia and hypoxa do to ICP?,elevate it
True or False: It is vitally important to insert NGT post basilar skull fracture due to high risk of aspiration with neurological compromise,False; NGT and Nasal intubation are contraindicated in Basilar skull fractures
"_________ lowers ICP due to osmotic diuresis, whereas ___________ causes a hypernatremic gradient and is preferred in patients who are __________. Neither should be administered to decrease ICP in a state of _________ .",Mannitol; Hypertonic Saline; Hypotensive; Hypovolemia
What are the indications for administration of mannitol or 3%?,"Witness LOC, dilated pupils, hemiparesis, acute neurological deterioration"
___________ may be used to lower ICP refractory to mannitol or hypertonic saline. Do NOT use them if patient is ___________ or __________ .,Barbiturates; Hypotensive; Hypovolemic
Prolonged use of anticonvulsants may lead to _____________ and should be avoided post-trauma.,Secondary Brain Injury
4 variables that make up Monroe-Kelli Hypothesis and how each is manipulated in states of high ICP.,"1. Brain
2. CSF - Ventriculostomy
3. Blood - Osmotic diuretic
4. Mass lesion - Surgical excision"
Cushing's triad of Spinal Shock is often due to loss of sympathetic tone and is characterized by what 3 signs?,"1. Hypotension
2. Bradycardia
3. Hypothermia"
Spinal shock is intensified by injuries that occur at the level of ______ or above,T6
Why do patients with spinal shock become hypothermic?,"SCI interrupts sympathetic pathway to hypothalamus, causing inability to vasoconstrict or to shiver"
"__________ shock is results in an immediate, but often temporary loss of movement, sensation and reflexes below the level of a SCI, whereas _______ shock results in sudden loss of SNS signaling. Both result in _______ and ________ .",Spinal; Neuro; Hypotension; Bradycardia
Spinal and neuro shock often occur __________ hours after SCI.,48-72
What is autonomic hyperreflexia? What level injury does it occur at?,Sudden SNS discharge from stimulation below the injury; above T5-T6
Signs of Autonomic Dysreflexia,"1. Paroxysmal HTN
2. Bradycardia
3. Dysrhythmias"
Treatment of autonomic dysreflexia,"1. Remove stimulus
2. Deepen anesthetic
3. Direct vasodilators"
Respiratory signs of Inadequate Ventilation,"Absent chest movement/breath sounds
Stridor
Cyanosis/decreasing SpO2
Absent ETCO2/Spirometry readings"
Vital sign changes that suggest Inadequate Ventilation,"HTN, Tachycardia, arrhythmias, then bradycardia"
Why does bradycardia result from hypoxia?,"ATP pump can't work without oxygen
depolarizes the cell and alters phase 3
Slope of phase 4 is decreased
Pacemaker cells are suppressed"
__________ is the most predictive factor of a difficult airway.,History of Difficult Airway
Difficult Airway Predictors: upper incisors,Relatively Long
Difficult Airway Predictors: relationship of upper and lower jaw during normal closure,Prominent Overbite
Difficult Airway Predictors: ULBT,Cannot bring lower jaw anterior to upper incisors
Difficult Airway Predictors: Interincisor distance,<3cm (3 fingerbreadths or 4-6 cm)
Difficult Airway Predictors: visibility of uvula,"Not visible with tongue protruded in sitting position
(Mallampati >2)"
Difficult Airway Predictors: shape of palate,Highly arched or narrowed
Difficult Airway Predictors: Compliance of mandibular space,"Stiff, occupied by mass, non-resilient"
Difficult Airway Predictors: TMD,<3 fingerbreadths (should be 6-9cm)
Difficult Airway Predictors: neck description,Short and Thick
Difficult Airway Predictors: ROM of head and neck,Patient can't touch tip of chin to chest or extend neck
Risk Factors for Difficult BMV,"OSA
Beard
Edontulous
Male
BMI>30
Age>55"
Cormack and Lehane 1,Complete glottis visible
Cormack and lehane 2,Anterior commissure not seen
Cormack and lehane 3,No glottis seen; Epiglottis only
Cormack and lehane 4,No epiglottis; Hard Palate only
What does the LEMON airway assessment method stand for?,"Look for anatomic features
Evaluate 3-3-2
Mallampati
Obstruction
Neck mobility"
What is the only bone not supported by any articulations?,Hyoid Bone
"Which cornua of the hyoid (greater or lesser) are more superior and lateral, and help with attachment of thyrohyoid and stylohyoid?",Greater
Which cornua of the hyoid (greater or lesser) is the attachment for the stylohyoid ligament,Lesser
"Thyrohyoid, omohyoid, and sternohyoid are all ______ muscles",Infrahyoid
"Digastric, stylohyoid, geniohyoid, and mylohyoid are all _______ muscles",Suprahyoid
3 scenarios in airway algorithm,"1. Predicted difficult (awake intubation)
2. Unpredicted difficult WITH adequate ventilation
3. Unpredicted difficult WITHOUT adequate ventilation"
4 basic management choices for DA algorithm,"1. Awake intubation vs. after induction
2. Non-invasive vs. invasive as initial approach
3. VL as initial approach
4. Preservation vs. ablation of spontaneous ventilation"
"In a predicted difficult airway, if your intubation fails (and you can ventilate) what are your 3 choices?","1. Cancel the case
2. Consider feasibility of other options 
3. Invasive airway access"
"You've induced your patient and intubation has proven difficult, what 3 things should you consider?","1. Calling for help
2. Return to spontaneous ventilation
3. Wake them up"
"You've induced your patient and can't intubate them, but you CAN ventilate them. Now what?","Try alternative approaches to intubation such as different blades, intubating LMA, retrograde intubation, blind or nasal intubation"
"You've induced your patient and can't intubate them, but CAN ventilate them. 
You've now tried multiple other methods of intubation, but have failed. What are your 3 options?","1. Invasive access
2. Consider feasibility of other options
3. Awaken the patient"
"You've induced your patient and cannot intubate them. You try to mask ventilate them, but fail. Now what?",Try an LMA if possible
"You've induced your patient and cannot intubate them. You try to mask ventilate them, but fail. Due to the type of surgery, an LMA is not feasible. Now what?","Call for help!
Try emergent NONINVASIVE ventilation (rigid bronch, combitube, TTJV)"
"You've induced your patient and cannot intubate them. You try to mask ventilate them, but fail. Due to the type of surgery, an LMA is not feasible. You tried non-invaseive ventilation, but failed.
Now what?",Cric 'em baby!
"If you are unable to mask ventilate, what are some things you can try before progressing to an LMA?","2 people, Oral or nasal airway"
"What size ETT fits through an LMA 3, 4, 5, and 6?","3 and 4: ETT size 6
5 and 6: ETT size 7"
2 possible complications of VL,"Pharyngeal wall injury
Blind spot on oropharynx"
What is the Varghese Maneuver?,"Intubating through ILMA, advance ETT almost to end, then lift up on handle as ETT is advanced"
"When assessing ETT placement, yellow on colorimetric monitoring indicates ____________ , tan indicates __________ and purple indicates _________.","Yellow = Yes! in trachea
Tan = Think about it (Unsure)
Purple = Problem! Not in trachea"
"In a patient with a difficult airway WITH airway obstrcution, what method of intubation is contraindicated?",Fiberoptic Intubation
What is the gold standard in managing the difficult airway withOUT obstruction?,Fiberoptic Intubation
"Assuming normal heart function, patients should receive a __________ before proceeding with fiberoptic intubation.",Antisialagogue
What are some indications for an awake fiberoptic?,"Previous AFOI or difficult mask
Anticipated difficult airway with other complicating factors (contraindications for succ, IAs, aspiration risk)
Unstable c-spine from trauma
RA 
Severe hemodynamic instability"
What are some contraindications for an awake fiberoptic?,"Difficult airway WITH OBSTRUCTION
Allergy to local
Infection or contamination of upper airway 
Distorted anatomy
Fractured base of skull (no nasal)
Penetrating eye injury
Refusal/ lack of cooperation"
The patient's head should be positioned __________ for an awake fiberoptic intubation.,Neutral (NOT sniffing)
"The _____________ nerve provides the afferent limb to the gag reflex, whereas the _________ nerve provides the efferent limb.",Glossopharyngeal; Vagus
Both the cough reflex and glottis closure innervation are performed by the __________ nerve.,Vagus
Which nerve provides nasal cavity innervation?,Trigeminal
"Which nerve provides innervation to the base of tongue, and the oropharynx?",Glossopharyngeal
"Which nerve provides innervation to the hypopharynx, larynx, and trachea?",Vagus
The patient should be in a __________ position to anesthetize the airway.,Sitting or Semi-fowler's
"During an _________ intubation, the oropharynx, hypopharynx, larynx and trachea should be anesthetized. When performing a nasal intubation, the _________ must also be anesthetized.",Oral; Nasopharynx
The use of benzocaine and cetacaine may cause the development of ______________ and should be used with caution.,Methemoglobinemia
Transtracheal lidocaine will block what regions of the airway?,"Subglottic Region, Vocal Cords, Trachea"
"When performing a transtracheal block, you insert a ___________g needle into the ___________ membrane. After administering ____________ mL of Lidocaine, encourage the patient to _________ to spread the anesthetic to the tracheobonchial tree.",21-23; Cricothyroid; 3-5mL; Cough
How do you perform transtracheal lidocaine administration?,"21-23g needle into Cricothyroid membraine
Exhale, give 3-5ml of Lido
Cough spreads it to tracheobronchial tree"
Blocking the SLN numbs the __________ pharynx.,Posterior
"When performing a SLN block, insert a __________ g needle on each side of the hyoid bone at the ___________ . Inject ___________ mL of 1-2% lidocaine or 5mL nebullized ________ % Lidocaine.",25-27; Greater Cornua; 1.5mL; 4%
How do you block the SLN?,"25-27g needle on each side of the hyoid bone at the greater cornua
inject 1.5ml of 1-2% lidocaine OR
5ml nebulized lidocaine 4%"
"Blockade of the glossopharyngeal nerve numbs the ____________ of the tongue, vallecula and ___________ epiglottis",Posterior one-third; Anterior
How do you block the glossopharyngeal nerve?,"Displace tongue medially
25g spinal needs to inject 0.5cm into gutter
negative aspiration, inject 2ml of 2% lidocaine on each side"
"When performing a glossopharyngeal block, displace the tongue medially and insert a _________ g needle to a depth of _________ cm into the __________ of the tongue. Inject _________ mL of 2% lidocaine on each side.",25; 0.5cm; Gutter; 2mL
"When performing various airway blocks, aspiration of air is desirable in the ________________ block, but undesirable in the _____________ block.",Transtracheal; Glossopharyngeal
A ___________ may be used in emergency airway algorithm and acts as a blind insertion device that minimizes the risk of __________ . The head should be _________ upon insertion and the cuff seal should not exceed ____________.,Combitube; Aspiration; Neutral; 60mmHg
Indications for a Cricothyrotomy,"Emergency 
Massive hemorrhage
Profound emesis
Trismus
Obstructive lesions
Deformities"
Contraindications for Cricothyrotomy,"No Absolute (Age <8)
Transection of trachea
Laryngotracheal disruption
Fractured larynx"
What two cartilages must you palpate when performing a cricothyrotomy?,Thyroid and Cricoid
"When performing a cricothyrotomy, the needle is inserted into the ___________ membrane at a _____________ angle caudally.",Cricothyroid; 45-degree
"When you attach jet ventilation after a cricothyrotomy, you should ventilate with _________ lbs/square inch or _________ L/min.",40-50lbs; 15L/min
"In TTJV, _________ is achieved by insufflation of pressurized oxygen, while expiration is __________ , relying on elastic recoil of the lungs and chest wall.",Inspiration; Passive
Absolute Contraindications to TTJV,"Damage to cricoid cartilage
Damage to larynx
Upper airway obstruction"
Relative contraindications to TTJV,"Coagulopathy
Obstructive pulmonary disease
Distorted anatomy"
"When applying TTJV, a _________ g king-resistant catheter is used with a minimum pressure of ___________ psi needed to drive the jet ventilator.",12-16g; 15psi
How can you prevent barotrauma with jet ventilation?,Ensure there is a path for air to exit and allow enough time for expiration
