"prompt","answer"
"Afferent lymphatic vessels contain folds that form _______ , which allow for flow of lymph in one direction towards __________ .","Valves; Veins"
"Afferent lymphatic vessels convey lymph to ________.","Lymph Nodes"
"Lymph nodes function in ________ the lymph.","Filtering"
"Each lymph node has a ______ and a ______ through which lymph filters.","Cortex; Medulla"
"Leaving the lymph nodes are several ________ _______ vessels that contain valves.","Efferent Lymphatic"
"Efferent lymphatic vessels pass _______ into the _________ system.","Lymph; Venous"
"Which lymphatic duct drains the right half of head, neck, chest, and right upper limb?","Right Lymphatic Duct"
"Which lymphatic duct drains the remainder of the body in which the right lymphatic duct does NOT drain?","Thoracic Duct"
"All of the the lymph inferior to the diaphragm collects in _________","Cisterna Chyli"
"Cisterna chyli flows _______ , forming the ________ duct.","Superior; Thoracic"
"Which lymphatic duct flows through the thorax and collects the lymph from left half of the head, neck, chest, and left upper limb?","Thoracic Duct"
"Both the right lymphatic duct and thoracic duct end in their respective ________ ________ or its nearby __________.","Brachiocephalic Veins; Tributaries"
"Lymph nodes are found throughout most of the body, but they are the more prevalent in which 3 regions?","1. Inguinal
2. Axilla
3. Neck"
"The _________ system of the body is concerned with gas transport and exchange.","Respiratory"
"What are the 2 phases that the respiratory system exists in?","1. Conductive Phase
2. Gas Exchange Phase"
"Which phase of the respiratory system is concerned with the movement of gases from the outer environment through the respiratory tubes to the lungs?","Conductive Phase"
"Which phase of the respiratory system is concerned with the exchange of oxygen and carbon dioxide between the blood and the air sacs of the lungs?","Gas Exchange Phase"
"Name the organs of the respiratory system in the order that air passes from the outer environment to the lungs (7)","1. Nasal & Oral Cavity
2. Pharynx
3. Larynx
4. Trachea
5. Bronchi
6. Bronchioles
7. Lungs"
"The trachea is a ________ and _____ tube.","Cartilaginous; Membranous"
"The trachea extends from the _____ above to the point at which it bifurcates into two ________ below.","Larynx; Primary Bronchi"
"Air is conducted through the trachea during the process of ________.","Respiration"
"How long is the trachea in vivo?","15 cm"
"The trachea is composed of a serios of _________ C-shaped rings made of _____cartilage, so that each ALMOST encircles the lumen","16-20; Hyaline"
"The open ends of the trachea's incomplete cartilaginous rings are directed ________, and the gap between the two ends of each ring is bridged by connective tissue and ________ _______ .","Posterior; Smooth Muscle"
"The connective tissue bridge that covers the gaps in the trachea's cartilaginous rings is adjacent to the ________ posteriorly.","Esophagus"
"The ________ marks the end of the trachea and the beginning of two primary bronchi.","Tracheal Bifurcation"
"It is the ________ ________ that enter the substance of the lungs.","Primary Bronchi"
"The trachea terminates by bifurcating into to right and left ________ _________ .","Primary Bronchi"
"The ________ primary bronchus is wider, shorter, and straighter.","Right"
"Which of the two primary bronchus forms a less acute angle with the trachea?","Right"
"The right primary bronchus is approximately ________ in length.","2.5cm"
"The right primary bronchus enters the right lung at the ______ of the right lung and divides into three ________, one for each lobe of the right lung.","Hilus; Secondary Bronchi"
"Each of the three right secondary bronchi divides into several ________ that supply a _________.","Tertiary Bronchi; Bronchopulmonary Segment"
"Primary Bronchi supply _________ , Secondary Bronchi supply _________ , and Tertiary Bronchi supply __________ __________ .","Lungs; Lobes; Bronchopulmonary Segments"
"The term bronchopulmonary segment is applied to the _______ segment within a lobe of the lung","Largest"
"Bronchopulmonary segments are separated from one another by connective tissue _______________ .","Septa"
"Connective tissue septa within bronchopulmonary segments serve what purpose?","Prevent diffusion of air from one segment to another"
"The ______ bronchus is smaller in caliber but about twice as long as the other.","Left"
"How long is the left primary bronchus?","5cm"
"Which of the two primary bronchi makes a more acute angle with the trachea?","Left"
"Objects falling through the trachea would most likely lodge in the ______ bronchus. Why?","Right; because it is more in line with the trachea than the left"
"The left primary bronchus enters the lung through the ______ and divides into two _________, one for each lobe of the left lung.","hilus; secondary bronchi"
"Tertiary bronchi subdivide further into more bronchi and then into many ________.","Bronchioles"
"Main differences between bronchi and bronchioles (2)","1. Bronchioles are smaller and more numerous
2. Bronchioles do not require cartilages to keep them from collapsing on inspiratory movements"
"True or False: Bronchioles require cartilage to keep them from collapsing on inspiratory movements?","False; they are inside the substance of the lung, which itself is expanded during inspiratory movements"
"The terminal bronchioles divide into _________ _________ .","Respiratory Bronchioles"
"Respiratory bronchioles are _______ (Short/Long) tubes composed of connective tissue and ________ _______ .","Short; Smooth Muscle"
"A few ______ bud off of the respiratory bronchioles and are the reason why these bronchioles are termed 'respiratory'","Alveoli"
"The respiratory bronchioles branch in ______-like radiation into _________ (#) alveolar ducts","Cone; 2-11"
"The alveolar ducts are _______ (Short/Long), _________(Thick/Thin)-walled tubes of connective tissue and smooth muscle.","Long; Thin"
"Respiratory Bronchioles are _________ whereas Alveolar Ducts are ________ (Short/Long).","Short; Long"
"From the alveolar ducts arise single _______ and _________that contain two or more alveoli","Alveoli; Alveolar Sacs"
"At the level of the ________, there is no longer any cartilage or smooth muscle.","Alveoli"
"True or False: The alveoli contains both cartilage and smooth muscle?","False; Neither"
"All that remains as the alveolar wall is a ________(thick/thin) layer of _________ and connective tissue.","Thin; Epithelium"
"The most conspicuous feature of the alveoli is the presence of numerous ______ adjacent to them.","Capillaries"
"The alveolar capillaries are so situated that a great portion of their surface is directed toward the ________ .","alveoli"
"It is the ________ wall + the _______ wall that constitute the respiratory membrane through which gas exchange occurs.","Alveolar; Capillary"
"There are ________ lungs in the body, properly called the Right and Left ________ .","2; Lungs"
"Each lung presents a rounded _________ superiorly, and a flattened _________ inferiorly.","Apex; Base"
"How many named surfaces does the lung have?","3"
"3 surfaces of the lung","1. Costal
2. Medial
3. Diaphragmatic"
"The __________ surface of the lung is adjacent to the thoracic wall, including the sternum, ribs, costal cartilages and intercostal muscles.","Costal"
"The __________ surface of the lung is adjacent to the upper surface of the diaphragm.","Diaphragmatic"
"Which surface of the lung is considered the 'Base'","Diaphragmatic"
"Since the diaphragm projects upward forming two _____, the diaphragmatic surface is what shape?","Domes; Concave"
"The medial surface of the lung is adjacent to the _______ and other ______ organs.","Heart; Thoracic"
"The medial surface of the lung presents a locus called the __________ , in which all structures that enter or leave the lung pass.","Hilum (Hilus)"
"The name given collectively to all of the structures that enter or leave the lung at the hilus is the ________ of the lung.","Root"
"Which 3 structures form the root of the lung?","1. Pulmonary Artery 2. Pulmonary Veins (2)
3. Primary Bronchus"
"The _________ artery is a branch of the pulmonary trunk that brings _________ blood from the heart to the lung.","Pulmonary; Deoxygenated"
"The two pulmonary veins carry oxygenated blood from the _________ to the __________ .","Lung; Heart"
"The primary bronchus is a branch of the ________ that serves as a passageway for _________ .","Trachea; Air"
"The right lung has two fissures known as the __________ and __________ (Horizontal) fissures.","Oblique; Transverse"
"The fissures of the right lung subdivide it into how many lobes? What are they called?","3;
Upper (superior)
Middle
Lower (inferior)"
"The left lung has one fissure, known as the _________ fissure, that subdivides the left lung into how many lobes?","Oblique; 2"
"What are the two lobes of the left lung called?","Upper (superior) and Lower (inferior)"
"Both the right and left lung have a _________ and _________ lobe, however, only the _________ lung has a middle lobe.","Upper; Lower; Right"
"Which lung contains the lingula and the cardiac notch?","Left"
"The nervous system is divided into two systems known as the ________ and __________ nervous systems","Somatic; Autonomic"
"True or false: Both somatic and autonomic nervous systems include central nervous system and peripheral nervous system components.","True"
"In both the somatic and autonomic nervous systems, ________ neurons. carry impulses from receptors to the CNS.","Afferent (Sensory)"
"In both the somatic and autonomic nervous systems, ________ neurons carry impulses from CNS to the effectors.","Efferent (Motor)"
"What are the 3 ANS effector organs?","1. Smooth Muscle
2. Cardiac Muscle
3. Glands (Exocrine and Endocrine)"
"ANS effectors are under _________ control, whereas somatic effectors are under _________ control.","Involuntary; Voluntary"
"The somatic nervous system effector organs are _________ muscles.","Skeletal"
"In the somatic system, the motor pathway consists of _________ motor neuron, whereas the ANS motor pathway involves ________ neurons.","One; Two"
"A collection of neuron cell bodies outside the CNS is known as a _________ .","Ganglion"
"A ___________ neuron is defined as a neuron that has its cell body in the CNS and courses to the autonomic ganglion.","Preganglionic"
"a _____________ neuron has its cell body in the autonomic ganglion and carries the impulse from that ganglion to the effector.","Postganglionic"
"The efferent (motor) component of the ANS is divided into 2 separate systems: _________ and __________ .","Sympathetic; Parasympathetic"
"Which branch of the ANS involves all thoracic and the first 2-3 lumbar spinal cord segments?","SNS"
"Another name for the SNS is the __________ system.","Thoracolumbar"
"Which branch of the ANS involves CN III, VII, IX, and X and the sacral spinal cord segments S2, S3, and S4?","PNS"
"Another name for the PNS is the __________ system.","Craniosacral"
"Sympathetic ganglia are near the _________ , making their pre-ganglionic fibers _________ .","Spinal Cord; Short"
"Parasympathetic ganglia are near or within the wall of the ____________ , making their pre-ganglionic fibers __________ .","Organ; Long"
"Long or Short: the sympathetic system has _______ pre-ganglionic and ________ post-ganglionic fibers","Short; Long"
"Long or Short: The parasympathetic system has ______ pre-ganglionic and ________ post-ganglionic fibers","Long; Short"
"The sympathetic system exhibits ________ action, activating _______ organ(s) at a time.","Unit; Many"
"The parasympathetic system exhibits activate ________ organ(s) at a time.","One"
"SNS and PNS effect: Eye (iris)","SNS: dilates pupil
PNS: constricts pupil"
"SNS and PNS effect: sweat glands","SNS: stimulates copious sweating
PNS: no effect"
"SNS and PNS effect: arrector pilorum muscles","SNS: stimulates contraction (goosebumps)
PNS: no effect"
"SNS and PNS effect: heart muscle","SNS: increases HR and force of beat
PNS: decreases rate - slows and steadies heart"
"SNS and PNS effect: digestive tract organs","SNS: decreases activity of glands and muscles of digestive system, constricts sphincters
PNS: increased motility and amount of secretion by digestive organs, relaxes sphincters to allow movement of fluid along tract"
"SNS and PNS effect: blood vessels","SNS: greater SNS stimulation= vasoconstriction, lesser SNS stimulation= vasodilation
PNS: little or no effect"
"SNS and PNS effect: Mental activity","SNS: increases alertness
PNS: no effect"
"What cranial nerves are involved in the parasympathetic nervous system?","CN III, VII, IX, X"
"What sacral spinal nerves are involved in the parasympathetic nervous system?","S2, S3, S4"
"The pre-ganglionic parasympathetic neuron extends from the __________ to the _________ which is located near the organ innervated.","CNS; Ganglion"
"The parasympathetic ganglion is near the organ innervated for _____________, whereas the ganglion is WITHIN the wall of the organ innervated for ________.","CN III, VII, and IX; 
CN X, S2, S3, and S4"
"Which cranial nerves are responsible for parasympathetic innervation of smooth muscle and glands in the head?","III, VII, IX"
"CN ________ has PNS control over the iris, CN ________ over the parotid gland and CN ________ over the salivary and nasolacrimal glands.","III, IX, VII"
"The sacral portion of the parasympathetic system has the cell bodies of its preganglionic neurons located in the _______ ________ of grey matter at cord levels _______ _______ ________.","Lateral Horn; S2; S3; S4"
"Fibers derived from _______ - ________ form a plexus where its parasympathetic fibers mix, resulting in mixed sacral innervation.","S2-S4"
"Plexus formed by S2, S3, and S4 results in innervation from all 3 sacral segments to the following target organs: ________ _______, _________, ________.","Distal Colon; Bladder; Genitals"
"The urinary bladder receives innervation from ________?","S2-S4"
"The spinal cord segments involved in the sympathetic system usually include ____ to ______.","T1; L2"
"The preganglionic sympathetic neurons have their cell bodies in the __________ ________ of gray matter at the levels of ______ to ________ .","Lateral Horn; T1-L2"
"The axons of the sympathetic preganglionic neurons leave the spinal cord via the _________ root and then enter the _______ ________ .","Ventral; Spinal Nerve"
"After entering the spinal nerve, the axons of the sympathetic _________ neurons leave the spinal nerve and pass through one of the connections between the spinal nerve and the ________ ________.","Preganglionic; Autonomic Ganglion"
"A white __________ ________ exists between the spinal nerve and the ganglion.","Ramus Communicans"
"The white ramus communcans conveys ________ sympathetic fibers, which are _______ (making them white).","Preganglionic; Myelinated"
"________ ramus communicans convey preganglionic myelinated fibers, whereas ________ ramus communicans conveys __________ non-myelinated fibers.","White; Gray; Postganglionic"
"There are ______ pairs of white ramus communicans, one for each _________.","14; cord segment from T1 to L2"
"A gray ramus communicans exits between the ________ _________ and the _______ _________.","Autonomic Ganglion; Spinal Nerve"
"There are _____ pairs of gray ramus communicans, one for each ________.","31; cord segment throughout the entire length of the cord"
"The ______ __________ lie along the lateral sides of the vertebral bodies of the vertebral column, giving them the name ___________ ganglia.","Sympathetic Ganglia; Paravertebral"
"The paravertebral ganglia are connected by collateral axons which form the _____________ _________.","Sympathetic Trunk"
"The sympathetic chain can extend above _____ in the neck and below _____ into the sacral region.","T1; L2"
"The extension of the sympathetic chain results in the difference in the number of ______ vs. _________","white; gray rami comminicans"
"Name the path of exit from the CNS of a SNS Preganglionic neuron (5)","1. Lateral Horn
2. Ventral Root
3. Spinal Nerve
4. White Ramus Communicans
5. Paravertebral Ganglion in Sympathetic Trunk"
"What are the 4 fates of a SNS preganglionic neuron as it reaches the sympathetic trunk?","1. Synapse at Same Level
2. Ascend to Higher Level to Synapse
3. Descend to Lower Level to Synapse
4. Pass without Synapsing"
"True or False: After the preganglionic sympathetic neuron reaches the paravertebral ganglion, it can pass through the paravertebral ganglia without synapsing and course as splanchnic nerves directly to a prevertebral ganglion.","True"
"The prevertebral ganglia that lie anterior to vertebrae in relation to branches of the aorta are termed what kinds of ganglia? (3)","1. Celiac 
2. Superior Messenteric 
3. Inferior Mesenteric"
"When preganglionic sympathetic neurons pass through the paravertebral ganglia, synapses can occur, and the postganglionic sympathetic fibers course where?","Along the surface of the arteries to the organs innervated"
"The portion of the trunk between the thorax and the pelvis is known as the __________ .","Abdomen"
"The abdomen consists of an outer wall and an inner cavity termed the ________ _________ .","Abdominal Cavity"
"The abdominal wall is subdivided into a _________ and _________ abdominal. wall.","Anterolateral; Posterior"
"Two methods are used to subdivide the regions of the abdominal wall, one method results in _____ regions, whereas the other ______ regions.","9;4"
"In examining and describing the abdomen, it is customary to relate pain, swelling, or the position of an organ to one of its __________.","Regions"
"The system that subdivides the abdomen into 9 regions uses ______ horizontal and _____ vertical planes of reference.","2; 2"
"The two horizontal planes of the abdomen are known as the ________ and ___________ planes.","Transpyloric; Transtubercular"
"The ________ abdominal plane lies halfway between the ________ ________ of the sternum and the pubic symphysis at the level of ________ .","Transpyloric; Jugular Notch; LV1"
"The _________ abdominal plane lies through the tubercles of the _______ _________ at the level of LV5.","Transtubercular; Iliac Crest"
"The lateral planes of the abdomen are known as __________ planes and are located in the midpoint of the __________ .","Mid-clavicular; Clavicle"
"9 regions formed in the abdomen","1. Umbilical
2. Epigastric 
3. Pubic
4 and 5: Hypochondriac
6 and 7: Lateral (lumbar)
8 and 9: Inguinal"
"The _______ abdominal regions are lateral to the epigastric region.","Hypochondriac"
"The ________ abdominal region is superior to the umbilical region.","Epigastric"
"The ________ abdominal region is medial to the inguinal areas.","Pubic"
"The ________ abdominal region is Lateral to the umbilical region.","Lumbar"
"Which abdominal region (of 9) has midgut referred pain?","Umbilical"
"Which abdominal region (of 9) has foregut referred pain? What is it just inferior to?","Epigastric; Infrasternal Angle"
"The _________ abdominal region is also referred to as the hypogastric region. It is located just above the _______ ________ and is associated with _________ referred pain.","Pubic; Pubic Symphysis; Hindgut"
"The right and left hypochondriac areas of the abdomen are related to what?","Costal Cartilages"
"The system that subdivides the abdomen into 4 regions uses the ______ for both the horizontal and vertical planes.","Umbilicus"
"The system that subdivides the abdomen into 4 regions refers to those regions as ________.","Quadrants"
"Name that Quadrant: Liver","RUQ"
"Name that Quadrant: Stomach","LUQ"
"Name that Quadrant: Inferior part of ascending colon","RLQ"
"Name that Quadrant: inferior part of descending colon","LLQ"
"Name that Quadrant: Gallbladder","RUQ"
"Name that Quadrant: Spleen","LUQ"
"Name that Quadrant: Cecum","RLQ"
"Name that quadrant: Sigmoid colon","LLQ"
"Name that Quadrant: Superior part of the ascending colon","RUQ"
"Name that Quadrant: Pancreas","LUQ"
"Name that Quadrant: Vermiform appendix","RLQ"
"Name that Quadrant: Hepatic flexure of the colon","RUQ"
"Name that quadrant: Right half of the transverse colon","RUQ"
"Name that Quadrant: Left half of the transverse colon","LUQ"
"Name that Quadrant: Left colic or splenic flexure of the colon","LUQ"
"Name that Quadrant: Superior part of the descending colon","LUQ"
"The anterolateral abdominal wall is composed of what 4 things?","1. Skin
2. Subcutaneous 
3. Muscles
4. Peritoneum"
"The skin of the abdomen is of _______ thickness as compared with other parts of the body.","Average"
"Reddish lines known as ________ _______ are sometimes seen in the skin of the abdomen during pregnancy.","Striae Gravidarum"
"After parturition, these striae gradually change into thin _________ , scar-like lines called _______ ________ .","White; Lineae Albicante"
"The subcutaneous tissue of the abdominal wall exists in 2 layers called what?","1. Superficial Fatty Layer (Camper's Fascia)
2. Deep Membranous Layer (Scarpa's Fascia)"
"Name the 4 muscles of the anterolateral abdominal wall","1. External Oblique
2. Internal Oblique
3. Transversus Abdominis
4. Rectus Abdominis"
"External Oblique Origin","Lower 8 ribs (interdigitates with the serratus anterior and lattissimus dorsi)"
"External Oblique Insertion","Iliac crest
rectus sheath via aponeurosis"
"External Oblique Action (4)","1. Tenses abdominal wall
2. Aids in trunk rotation
3. Aids in lateral flexion of trunk
4. Important in forced expiration"
"External Oblique Innervation","Thoracoabdominal nerves
subcostal nerve"
"The aponeurosis of the external oblique forms the _______ ________ .","Inguinal Ligament"
"The fibers of external oblique course in what two directions?","Medially; Inferiorly"
"Internal Oblique Origin","Iliac Crest"
"Internal Oblique Insertion(s)","1. Costal margin (superiorly)
2. Rectus sheath via aponeurosis (anteriorly)
3. Pubic crest (inferiorly)"
"Internal Oblique Action (4)","1. Tenses abdominal wall
2. Aids in trunk rotation
3. Aids in lateral flexion of trunk
4. Important in forced expiration"
"Internal Oblique Innervation","Thoracoabdominal nerves
Subcostal nerve"
"The fibers of the internal oblique fan ________ and _________ in the upper half, and _______ and _________ in the lower half.","Anterior; Superior; Transverse; Inferior"
"Transversus Abdominis Origin","Iliac crest, fascia of the back, lower 6 costal cartilages"
"Transversus Abdominis Insertion","Rectus sheath via aponeurosis"
"Transversus Abdominis Action (4)","1. Tenses abdominal wall
2. Aids in trunk rotation
3. Aids in lateral flexion of trunk
4. Important in forced expiration"
"Transversus Abdominis Innervation","Thoracoabdominal nerves
Subcostal nerve"
"The fiber direction of transversus abdominis is what?","Transverse (hence the name)"
"Rectus Abdominis Origin","Pubic crest
Pubic synthesis"
"Rectus Abdominis Insertion","Xiphoid process
Costal cartilages of ribs 5-7"
"Rectus Abdominis Action","Flexion of the trunk"
"Rectus Abdominis Innervation","Thoracoabdominal nerves
Subcostal nerves"
"What is the fiber direction of rectus abdominis?","Vertical"
"3 or 4 fibrous bands that pass transversely across rectus abdominis and adhere to the rectus sheath are known as _______ ________ .","Tendinous Intersections"
"The rectus sheath is a fibrous structure formed by the aponeuroses of what 3 things?","1. External Oblique
2. Internal Oblique
3. Transversus Abdominis"
"Name the 3 anatomical lines formed by the rectus sheath","1. Linea alba
2. Linea semilunaris
3. Arcuate line"
"The linea alba is a median furrow from the ______ to the _______.","Xiphoid Process; Pubis"
"The _______ _______ consists of a tough, tendinous raphe of interlacing fibers of the aponeuroses of each side.","Linea Alba"
"The linea semulunaris is a curved line at the ______ border of the _________ muscle.","Lateral; Rectus Abdominis"
"The linea semilunaris is formed where the aponeurosis of the _________ splits to form layers of the _____________.","Internal Oblique; Rectus Sheath"
"The lining of the inner wall of the abdomen is known as the _________.","Parietal Peritoneum"
"The chief arteries of the abdominal wall consist of 2 branches of the ________ artery superiorly, and 2 branches of the _________ artery inferiorly.","Internal Thoracic (Mammary); External Iliac"
"The two branches of the internal thoracic artery are the ________ ________ and _________ .","Superior Epigastric ; Musculophrenic"
"The two branches of the external iliac artery are the _________ _________ and the _________ ________ _______ .","Inferior Epigastric, Deep Circumflex Iliac"
"The anastomoses of the superior and inferior _____ represent and anastomosis between the subclavian artery and the external iliac artery via the ___________ .","Epigastrics; Internal Mammary Artery"
"The anastomoses of the __________ and __________ also represent an anastomosis between the subclavian artery and the external iliac artery.","Musculophrenic; Deep Circumflex Iliac"
"The muscles of the anterior abdominal wall are segmentally innervated by the ________ and _________.","Thoracoabdominal nerves; Subcostal nerve"
"In addition to innervating the muscles of the anterior abdominal wall, the thoracoabdominal nerves and subcostal nerve give off ______ and ________ _______ branches to the skin of the abdomen.","Anterior; Lateral Cutaneous"
"The _______ ______ and the ______ ________ make up the posterior. abdominal wall.","Quadratus Lumborum; Psoas Major"
"The __________________ system is the system of the body concerned with the breakdown of food and absorption of nutrients.","Digestive"
"What are the 3 names for the digestive tract?","1. Digestive Tract 
2. Gastrointestinal Tract 
3. Alimentary Canal"
"The organs of the digestive system exist as a continuous tube ex-tending from the _______ ______ to the __________.","Oral Cavity ; Anus"
"The ________________ nervous system lines the majority of the digestive tract in a web-like fashion. It is part of the __________________ nervous system.","Enteric ; Autonomic"
"The _________________ is a large, highly folded, serous membrane located in the abdomen.","Peritoneum"
"What portion of the peritoneum that lines the inner surface of the abdominal wall?","Parietal Peritoneum"
"What portion of the peritoneum that is located on the surface of the organs of the abdomen?","Visceral Peritoneum"
"The _________ cavity lies between the parietal peritoneum and visceral peritoneum.","Peritoneal"
"The peritoneal cavity is a _______ space filled with a thin film of ________.","Potential; Fluid"
"The entire peritoneal cavity is subdivided into _____ sacs, known as the _______ and ________ sacs.","2; Greater; Lesser"
"The _______ sac is the main portion of the peritoneal cavity that extends from the _________ to the ________ ________, from the anterior to posterior abdominal wall.","Greater; Diaphragm; Pelvic Floor"
"The lesser sac, also known as the _________ ________ , makes up a smaller portion of the peritoneal cavity.","Omental Bursa"
"The lesser sac of the peritoneum is located posterior to the _________ and extends upward behind the __________ and downward into the _______ _________.","Stomach; Liver; Greater Omentum"
"The only opening between the greater and lesser sacs is the _________ ________ (of Winslow)","Epiploic Foramen"
"What is the epiploic foramen (of Winslow) bounded by in the lesser omentum?","Portal vein, hepatic artery proper, bile duct"
"What is the epiploic foramen (of Winslow) bounded by inferiorly?","Duodenum"
"What is the epiploic foramen (of Winslow) bounded by posteriorly?","IVC"
"What is the epiploic foramen (of Winslow) bounded by superiorly?","Liver"
"_________________________ and membranes are reflections of visceral peritoneum","Peritoneal Folds"
"The falciform ligament extends from the ______________ to the ______________ abdominal wall.","Liver ; Anterior"
"The ________ ________ of the liver is the obliterated _____ _______ contained in the falciform ligament's free edge.","Round Ligament; Umbilical Vein"
"The ___________ ___________ extends from the greater curvature of the stomach to the __________________ colon.","Greater Omentum ; Transverse"
"The _______ ________ forms a fatty apron over the small intestines.","Greater Omentum"
"The lesser omentum extends from the _________ curvature of the stomach to the _________ .","Lesser; Liver"
"What 3 structures are contained in the lesser omentum's right free edge?","1. Bile Duct
2. Portal Vein
3. Hepatic artery proper"
"What supports and suspends the jejunum and ileum from the posterior abdominal wall?","Mesentery Proper"
"What suspends the transverse colon from the posterior abdominal wall?","Transverse Mesocolon"
"What suspends the sigmoid colon from the posterior abdominal wall?","Sigmoid Mesocolon"
"_________________________ structures are the structures located behind the peritoneum directly on the posterior abdominal wall.","Retroperitoneal"
"What are the 6 retroperitoneal structures?","1. Duodenum
2. Ascending colon 
3. Descending colon 
4. Pancreas 
5. Kidney and ureter 
6. Aorta and IVC"
"The oral cavity is also referred to as the ________. It contains tongue, teeth and openings of the ________ ________ .","Mouth; Salivary Glands"
"The ________________ is a skeletal muscular organ that functions in the sense of taste, mastication, and the movement of food.","Tongue"
"An adult human has ___ teeth of ______ types","32; 4"
"Name the four types of teeth","1. Incisors
2. Canines
3. Premolars
4. Molars"
"The three pairs of salivary glands are all _______________ glands since they are drained by a _______.","Exocrine; Duct"
"All salivary glands empty their secretions ( _________ ) into the ________ cavity.","Saliva; Oral"
"The ________ gland is located just below the ear and drained by the parotid duct.","Parotid"
"The ________ gland is located just below the mandible and drained by the submandibular duct; this gland was formerly called the ________________ gland.","Submandibular; Submaxillary"
"The _________ gland is located just below the tongue and drained by the sublingual ducts.","Sublingual"
"The pharynx is composed of __________________ muscle and functions in ________________ .","Skeletal; Swallowing"
"Pharynx is divided into three parts (3)","Nasopharynx;
Oropharynx;
Laryngopharynx;"
"The laryngopharynx is continuous with the _____________________ also known as","Esophagus; Hypopharynx"
"The esophagus is a muscular tube extending ______ cm from the lower end of the __________ (CV6).","25; pharynx (CV6)"
"The cardiac opening of the esophagus into the stomach lies at the level of __________ .","TV11"
"Name the 3 regional parts of the esophagus","Cervical; 
Thoracic;
Abdominal;"
"The _______ part of the esophagus is in the neck, posterior to the ________.","Cervical; Trachea"
"The ________ part of the esophagus is in the thorax, in which it lies posterior to the trachea in the upper half, and the _______ in the lower half.","Thoracic; Heart"
"The _______ part of the esophagus enters the abdomen after piercing the _________ .","Abdominal; Diaphragm"
"The abdominal part of the esophagus terminates by joining the ________ and the __________ junction.","Stomach. Gastroesophageal"
"Arterial supply of the esophagus comes from the ________ and _________ branches of the aorta, in addition to others.","Esophageal; Bronchial"
"The ________ arterial supply of the esophagus comes from the ________ thyroid artery, which is a branch of the thyrocervical trunk of the subclavian artery.","Superior; Inferior"
"True or False: The superior thyroid artery is a branch of the thyrocervical trunk of the subclavian artery?","False; Inferior Thyroid Artery"
"The inferior arterial supply of the esophagus comes from the esophageal branches of the ________ ________ artery of the _______ trunk.","Left Gastric; Celiac"
"The _______ is the digestive organ responsible for the storage of food.","Stomach"
"The stomach is made up of 3 parts: ________ ,________, _______ .","Fundus; Body; Pyloric"
"The _______ is the part of the stomach above the level of entrance of the esophagus.","Fundus"
"The body of the stomach is located between the _________ and _______ parts of the stomach.","Fundus; Pyloric"
"What comprises the main mass of the stomach?","Body"
"The pyloric part of the stomach extends toward the _______ from the __________ part of the body of the stomach.","Right ; Lower"
"The opening between the stomach and the first part of the duodenum is known as the ______ _________ .","Pyloric Opening"
"The pyloric opening is surrounded by a circular smooth muscle termed the _______________________ .","Pyloric Sphincter"
"What is the margin of the stomach that courses over the fundus and inferiorly on the left side of the stomach to the inferior side of the pyloris?","Greater Curvature"
"The greater curvature is ________ shaped in nature.","Convex"
"Attached to the greater curvature is the __________________ .","Greater Omentum"
"A connective tissue structure that is embedded with fat and is located between the stomach and the transverse colon is the ______ _________ .","Greater Omentum"
"The margin located on the right side of the stomach is known as the __________ curvature. It is _________ in nature.","Lesser; Concave"
"Attached to the lesser curvature is the ____________ __________ .","Lesser Omentum"
"a connective tissue structure in which fat is embedded but is located between the stomach and the liver is the ________ _________ .","Lesser Omentum"
"The stomach presents two openings known as the _________ and _________ openings.","Cardiac; Pyloric"
"The cardiac opening of the stomach lies between the cavity of the _______________ and the cavity of the __________ .","Esophagus; Stomach"
"What structure of the stomach is located at the upper junction of the greater and lesser curvatures?","Cardiac Opening"
"The pyloric opening lies between the ______________ and the first part of the ___________________ .","Stomach; Duodenum"
"The internal surface of the stomach presents folds called __________ .","Rugae"
"Arterial supply to the stomach arises from the right and left _______________________, _________________, and _____________________ arteries","Gastric; Short Gastric; Gastroepiploic"
"The small intestine is the part of the intestine between the ___________ sphincter and the ________________
junction.","Pyloric; Ileocecal"
"The ________ ________ is where the small intestine joins the large intestine.","Ileocecal Junction"
"The _______ _________ is where the stomach joins the small intestine.","Pyloric Sphincter"
"How long is the small intestine?","7m"
"True or False: The diameter of the small intestine gradually widens throughout its length.","False; Diminishes"
"The small intestine is divided into 3 parts: _________ , _________ and _________.","Duodenum; Jejunum; Ileum"
"The ______________ is the first part of the small intestine, which extends from the __________________ to where it joins the jejunum.","Duodenum ; Pyloric Sphincter"
"The duodenum is a C-shaped organ, with its ________ medial border receiving the openings of ducts draining the ________, ________ and _________ .","Concave; Liver; Gallbladder; Pancreas"
"The duodenum is divided into ______ sections. Name them.","1. First (Superior)
2. Second (Descending)
3. Third (Horizontal)
4. Fourth (Ascending)"
"Which part of the duodenum receives bile and pancreatic juices?","Second (Descending)"
"Which part of the duodenum courses upward to the suspensory ligament of the duodenum, where it leads to the duodeno-jejunal flexutre?","Fourth (Ascending)"
"Another name for the suspensory ligament of the duodenum is the suspensory ligament of ________ .","Treitz"
"The arterial supply to the duodenum from pancreaticoduodenal arteries arise from the ________ and _______ ________ arteries.","Gastroduodenal; Superior Mesenteric"
"The jejunum is the proximal ________ of the remainder of the small intestine.","2/5"
