prompt,answer
"In evaluating the skeletal system: lever is to ___________ , where fulcrum is to ___________ , and applied force is to ___________ .",Bone; Joint; Weight
4 functions of the vertebral column,"1. Posture
2. Support weight
3. Protect spinal cord and nerves
4. Partially protect thoracic and abdominal organs"
"3 types of bones in the vertebral column, and how many of each are there?","24 Moveable Presacral Vertebrae
5 fused sacrum
4 fused coccyx"
"How many cervical, thoracic, and lumbar vetebrae are there","7 Cervical
12 Thoracic
5 Lumbar"
How many total pre-fusion vertebrae are there?,33
Fibrocartilaginous structures found between bodies of adjacent vertebrae are known as _________ .,Intervetebral discs
"In the fetus, the vertebral column exhibits _________ curvature(s) referred to as ___________ .",One; Primary Curvature (1 degree)
Primary curvature is concave _________ and a result of the height differences between anterior and posterior aspects of the ____________ .,Anteriorly; Vertebral Bodies
"In the adult, the vertebral column exhibits _________ curvature(s)",4
Which two curvatures retain primary curvature in the adult?,Thoracic and Sacral
Which two curvatures exhibit secondary curvature in the adult?,Cervical and Lumbar
Secondary curvature is concave _________ and a result of the height differences between anterior and posterior aspects of the ____________ .,Posteriorly; Intervertebral Discs
The large round mass which forms anterior aspect of vertebra,Body
The vertebral arch lies ___________ to the vertebral body.,Posterior
What two structures form the vertebral arch?,Pedicles (2) and Laminae (2)
Bridges of bone extending from the posterior aspect of the body are known of as _________ .,Pedicles
The flat plate of bone extending from the pedicle is defined as the _______ .,Lamina
Two lamina fuse with each other in which plane?,Median
The hole in the center of the vertebra in which the spinal cord passes is known as the ______________ .,Vertebral Foramen
What is housed in the vertebral foramen?,Spinal Cord
"The __________ of the vertebrae makes up thee anterior border of vertebral foramen, the __________ makes up the posterior aspect, and the ________ make up the lateral aspects.",Body; Laminae; Pedicles
What is formed by the individual vertebral foramina when the 24 presacral vertebrae are articulated?,Vertebral Canal
What structures project posteriorly from each vertebral arch at the junction of the two laminae?,Spinous Processes
The spinous processes project __________ from each vertebral arch at the junction of two ___________ .,Posteriorly; Laminae
The transverse processes project laterally from the junction of the _________ and _________ .,Lamina; Pedicle
Project superiorly to articulate with the inferior articular process of the supraadjacent vertebra,superior articular processes
Which processes project inferiorly to articulate with the superior articular process of the infraadjacent vertebra?,Inferior Articular
What joint lies between the superior and inferior articular processes (2 names)?,Facet (Zygapophyseal)
What structure is found on the superior and inferior surface of the pedicle?,Vertebral Notches
"When two vertebrae articulate, the vertebral notches form ___________ , which transmit __________ .",Intervertebral Foramen; Spinal nerves
_______________ are unique to transverse processes in all cervical vertebrae and provide transit for the _____________ from the level of ________ to _________ .,Transverse Foramen; Vertebral Artery; CV6; CV1
Vertebral artery extends through the transverse foramen from _______ to _______,CV6; CV1
Part of the CERVICAL vertebrae that divides the spinous process into two smaller portions is known as ________.,Bifid spinous process
Bifid spinous processes are found on ___________ vertebrae from the level of _________ to _______,Cervical; CV2; CV6
"Aside from the bifid spinous process, what other part of CERVICAL vertebrae can be bifid?",Bifid Transverse Process
"The bifid transverse process in cervical vertebrae are divided into two projections, what are they?",Anterior and Posterior Tubercles
Bifid transverse processes are found in cervical vertebrae ______ to _______?,CV3; CV6
What are the 3 specialized cervical vertebrae and what are their names?,"CV1: Atlas
CV2: Axis
CV7: Vertebra prominens"
"Which cervical vertebrae has no body? 
What is the body replaced by?","CV1 (Atlas)
Dens of CV2"
"CV1 lacks 3 things, what are they?","Body, Laminae, and Spinous Process"
What replaces the missing laminae and spinous processes of CV1?,Posterior Arch
The superior articular processes of CV1 are ___________ so that they can articulate with the _________ .,Concave; Occiptal Condyles
Prominent superior projection from CV2 (2 names),Dens Process (Odontoid Process)
Which vertebrae has the longest and most prominent spinous process? Does it bifurcate?,CV7; No
What is the only vessel that passes through the transverse foramen of CV7?,Vertebral Vein
These exist on the transverse processes of THORACIC vertebrae for the purpose of articulation with the ribs,Transverse Costal Facets
How many thoracic vertebrae are there? How many ribs are there?,12
True or False: transverse processes of thoracic vertebrae contain foramina,FALSE
2 type of artculations of the rib (from the thoracic vertebrae),"Costovertebral joint
Costotransverse joint"
"In a costovertebral joint, the head of the _________ articulates with the ________ of the vertebrae.",Rib; Body
"In a costotransverse joint, the _______ of the rib arrticulates with the __________ of the vertebrae",Tubercle; Transverse Process
Which vertebrae have transverse processes that do NOT contain foramina or facets?,Lumbar
Which vertebrae are the largest in size?,Lumbar
"Pre-sacral vertebrae _________ in size moving inferiorly to support the weight of superior structures, whereas the sacral and coccygeal vertebrae ____________ in size.",Increase; Decrease
What shape are the spinous processes in lumbar vertebrae?,Quadrangular
The sacrum consists of _________ fused vertebrae?,5
How many articulations does the sacrum have? What are they?,"3
Superior, Lateral, Inferior"
"In the superior articulation of the sacrum, the intervertebral disc inferior to LV5 articulate with the ____________ .",Sacral Promontory
What two things articulate on the lateral articulation of the sacrum?,"Ala of sacrum
Ilium of hip bone"
The smooth surface on the lateral portion of the ala of the sacrum that joins the ilium to form the sacro-iliac joint is known as the _________ .,Auricular Surface
The inferior articulation of the Sacrum is called the _____________ .,coccyx
The sacrum has how many surfaces? What are they?,"2 surfaces
Pelvic and Dorsal"
What is the pelvic surface of the sacrum called?,Pelvic Sacral Foramina
A ridge on the dorsal surface of the sacrum that is remnant of the spinous processes of the superior 3 to 4 sacral vertebrae is known as the __________ .,Median Sacral Crest
The median sacral crest is found on the ___________ surface of the sacrum.,Dorsal
"The PELVIC sacral foramina contains 4 pairs of openings for the __________ Rami, whereas the DORSAL sacral foramina contains foramina for the ___________ Rami. Both span from the level of _________ to ________ .",Ventral; Dorsal; S1; S4
The sacral hiatus is an opening due to the absence of ________ on the 5th sacral ligament.,Laminae
Coccyx is made of ________ fused vertebrae?,4
How many bones make up the vertebral column AFTER fusion?,26
"When a baby begins to hold their head erect, ________ curvature begins to form.",Secondary
How many processes come off the vertebral arch?,7
True or false: The sacral foramina would have been intervertebral foramen if the bones of the sacrum were not fused,TRUE
"Cervical vertebrae have __________, thoracic vertebrae have ___________, and lumbar vertebrae have NEITHER.",Transverse Foramina; Transverse Costal Facets
7 bones involved in back muscle attachments,"1. Occipital skull
2. Vertebrae
3. Sacrum
4. Hip bone (iliac crest)
5. Clavicle 
6. Scapula
7. Humerus"
The ledge of scapula that overlies the shoulder joint is known as the _________ .,Acromion
Prominent ridge of scapula that is laterally continuous with the acromion is known as the _________ .,Scapular Spine
The posterior surface of the scapular spine is known as the ___________ . It is defined by the upper and lower __________ .,Crest; Lip
The __________ border of the scapula parallels the vertebral column.,Medial
What is found between greater tubercle and lesser tubercle of humerus?,Intertubercular Groove
3 origins of trapezius,"1. Occipital bone (posterior skull)
2. Spinous process of all cervical vertebrae
3. Spinous process of all thoracic vertebrae"
Which ligament connects the trapezius to all spinous processes of all cervical vertebrae?,Ligamentum Nuchae
3 insertion points of trapezius,"1. Lateral third of clavicle
2. Acromion
3. Crest of scapular spine, superior lip"
"Trapezius allows _________ rotation of the scapula, which allows the inferior angle to move __________ .",Upward; Laterally
What movement is caused by the upper fibers of the trapezius?,Elevation of scapula and lateral clavicle
What movement is caused by the lower fibers of the trapezius?,Depression of scapula and lateral clavicle
Trapezius is innervated by the _____________ nerve (CNXI) and the ventral rami of _________ and _________ .,Accessory; C3; C4
The insertion of the trapezius embraces the origin of the _________.,Deltoid
Latissimus dorsi originates at which ribs?,Lower 3-4
"Latissimus dorsi originates at the lower ________ thoracic vertebrae, and the lumbar and sacral via _________ .",6; Aponeurosis
Latissmus dorsi originates at what part of the hip?,Iliac Crest
What is the insertion of the latissimus dorsi?,Intertubercular groove or Sulcus of humerus
3 actions of latissimus dorsi,"1. Adduction of arm at shoulder joint
2. Extension of arm at shoulder joint
3. Medial rotation of arm at shoulder joint"
Innervation of latissimus dorsi,Thoracodorsal Nerve
The levator scapulae originates from _______ to ________ vertebrae.,CV1; CV4
"The insertion of the levator scapula lies on the medial border of the scapula, ________ to the scapular spine",Superior
What is the action of levator scapulae?,Elevation of scapula
The levator scapulae is innervated by the ventral rami of which vertebrae?,C3 and C4
The rhomboid minor originates at the spinous processes of _______ and _________ vertebrae?,CV7; TV1
The insertion of the rhomboid minor lies on the medial border of the scapula ________ to the scapular spine,Level
What is the action of the rhomboid minor?,Adduction of scapula?
What innervates the rhomboid minor?,Dorsal Scapular Nerve
Rhomboid major originates at the spinous processes of ______ to _______ vertebrae?,T2; T5
The insertion of the rhomboid major lies on the medial border of the scapula ________ to the scapular spine,Inferior
Which 3 muscles insert on the medial border of the scapula?,"1. Levator Scapulae (Superior)
2. Rhomboid Minor (Level with Spine)
3. Rhomboid Major (Inferior)"
Action of Rhomboid Major,Adduction of scapula
Innervation of Rhomboid Major,Dorsal Scapular Nerve
The largest muscular mass of the back (2 names) is the __________ .,Erector Spinae (Sacrospinalis)
"Column of the erector spinae that is the most medial, and is a centimeter-wide muscle alone the spinous processes",Spinalis
"The spinalis muscle is the most _______ of the erector spinae, and runs along the ____________ of the vertebral column.",Medial; Spinous Processes
"Column of the erector spinae that is the longest, it is the intermediate column extending to the skull",Longissiumus
The longissimus is the __________ column of the erector spinae and extends to the _________ .,Longest; Skull
"Column of the erector spinae that is the most lateral, extending from the ilium to the ribs",Iliocostalis
The iliocostalis is the most __________ muscle of the erector spinae and extends from the __________ to the _______ .,Lateral; Ilium; Ribs
What is the purpose of the erector spinae?,Holds the spine erect
What is the innervation of the erector spinae?,Segemental from the Dorsal Rami
What are the 3 columns of the erector spinae/ sacrospinalis?,"1. Spinalis 
2. Longissimus 
3. Iliocostalis"
Deep back muscle located in the neck are referred to as the _________ .,Splenius
The splenius muscle has 2 parts: the splenius _________ and the __________ cervicis.,Capitis; Splenius
Splenius capitis extends from the ______________ ligament at the vertebral level ___________ to ________ up to the skull.,Ligamentum Nuchae; C7; T4
Splenius cervicis courses from _________ - T6 vertebrae to _______ - C3?,T3; C1
"Splenius capitus and cervicis are continuous at their _________, and seperable at their ________","Origin
Insertion"
"When a single side of the splenius muscle acts, the head and cervical column rotate toward the _________ side.",Same
"When both sides of the splenius act together, the head and the cervical column _________ .",Extend
What is the innervation of the splenius muscle?,Segmental from Dorsal Rami
Which 3 muscles are included in the transversospinal group?,"1. Semispinalis
2. Multifidus
3. Rotatores"
The transversospinal muscles originate from the ___________ and insert at the ___________ .,Transverse Process; Spinous Process
The Semispinalis muscle courses how many vertebral segments?,6-Apr
Deep back muscle that occupies upper half of vertebral column is known as the ________ .,Semispinalis
What is the regional part of semispinalis that contains a prominent intervening tendon (2 names)?,Semispinalis Capitis (Biventer Cervicis)
The semispinalis capitis is __________ to the semispinalis cervicis.,Superficial
Which muscle is deep to semispinalis capitis?,Semispinalis Cervicis
Which muscle is inferior to the semispinalis capitis in the thoracic region?,Semispinalis Thoracis
The semispinalis capitis is __________ to the semispinalis thoracis in the _______ region.,Superior; Thoracic
What is the action of the semispinalis capitis?,Extends head and rotates toward same side
What is the action of semispinalis cervicis and thoracis?,Rotates vertebrae toward opposite side
What provides innervation to the semispinalis?,Segmental from Dorsal Rami
The multifidus muscle lies ________ to the erector spinae and are best developed in the _______ region.,Deep; Lumbar
What is the action of the mutlfidus?,Rotate vertebral column toward opposite side
What provides innervation of the multifidus?,Segmental from Dorsal Rami
The multifidus courses how many vertebral segments?,4-Feb
"Of the deep back muscles, the _____________ lies deep to the semispinalis thoracis and is best developed in the __________ region.",Rotatores; Thoracic
What is the deepest back muscle?,Rotatores
"Rotatores lie directly on the __________ , in the groove between the spines and the ______________ .",Laminae; Transverse Processes
Rotatores that crosses two vertebrae are known as ________ .,Rotatores Longus
Rotatores that attaches to the next vertebra are known as ________ .,Rotatores Brevis
The rotatores muscles rotate the vertebral column to the _________ side.,Opposite
The segmental innervation of the rotatores is provided by ___________ .,Dorsal Rami (Segmental)
4 suboccipital muscles that lie deep in the neck,"1. Rectus capitis posterior major
2. Rectus capitis posterior minor
3. Obliquus capitis inferior
4. Obliquus capitis superior"
Which suboccipital muscle is NOT part of the suboccipital triangle?,Rectus capitis posterior minor
